X,Y,OBJECTID,SITE_ID,PI_NAME,ADDRESS,PI_NUMBER,LEAD,STATUS,REM_LEVEL,CEA_STATUS,CATEGORY,COUNTY
611534.9999,682919.9999,5125,21496,78 HALLADAY STREET,78 HALLADAY ST,722429,LSRP,Active,C2,Ongoing,1,Hudson
521143.9999,603830.9999,5126,21503,PSE&G EDISON GEN STATION,164 SILVER LAKE AVE,730234,LSRP,Active,C2,,2,Middlesex
584397,695705.9999,5127,21512,NEWARK DISTRICT GAS T & D,1025 MCCARTER HWY,4164,LSRP,Active,D,Ongoing,1,Essex
613218.3,719765,5128,21521,PSE&G GAS EAST RUTHERFORD M&R,50 Paterson Plank Road,990659,LSRP,Active,,,,Bergen
638500.9299,753261.5501,5129,21522,PSE&G SUBSTATION,207 N DEAN ST,678473,RAP,Active - RAP,C2,,0,Bergen
625731,729218.0001,5130,21548,PSE&G RIDGEFIELD SUBSTATION,1148 HENDRICKS CSWY,607324,LSRP,Active,B,,1,Bergen
393636,451851.0001,5131,21556,PSE&G WALL STREET SUBSTATION,317 E FEDERAL ST,143395,RAP,Active - RAP,,,0,Burlington
593912,692510,5132,21610,PSE&G PLANK ROAD SUBSTATION,306 RAYMOND BLVD,794376,LSRP,Active,B,,1,Essex
587910.9999,696475,5133,21623,PSE&G HARRISON SUBSTATION,59 S 5TH ST,675687,RAP,Active - RAP,,,0,Hudson
617336.0001,692178.0001,5134,21629,NEWPORT SUBSTATION,615 MONMOUTH ST,632209,LSRP,Active,C2,Ongoing,1,Hudson
572385.7599,576979.6799,5135,21652,L&L OIL SERVICE INCORPORATED,740 LLOYD RD,2310,LSRP,Active,C2,Ongoing,1,Monmouth
572385.7599,576979.6799,5136,21652,740 LLOYD ROAD,740 LLOYD RD,32092,LSRP,Active,C2,,1,Monmouth
394077.0001,608485.0001,5137,42787,NODS AUTOMOTIVE & ZIPPY LUBE,307 RT 202,3782,LSRP,Active,B,,1,Hunterdon
581856.9998,686782,5138,42795,CAPRA BROS TRUCKING,9 AVE B,3823,LSRP,Active,C1,,1,Essex
576352,670077,5139,42796,601-617 HENRY STREET,601-617 Henry Street,930550,LSRP,Active,C2,,1,Union
471628.0002,680340.0001,5140,42805,SOMERSET HILLS MEMORIAL PARK,MT AIRY RD,3848,LSRP,Active,C2,,1,Somerset
426045.0001,508340.9999,5141,42818,AETNA ROOFING,1320 E STATE ST,3883,RAP,Active - RAP,,,0,Mercer
585727.79,764699.6299,5142,42819,SUBURBAN CHEMICAL COMPANY INCORPORATED,70 WAIT ST,3886,LSRP,Active,C3,Ongoing,2,Passaic
530341.9999,605822.9999,5143,42825,HULS AMERICA INC,40 NIXON LN,3929,LSRP,Active,C3,Ongoing,1,Middlesex
633234.0001,718710.0001,5144,42834,QUANTA RESOURCES CORPORATION,163 RIVER RD,3945,TRADITIONA,Active,C3,Ongoing,3,Bergen
549360.9999,636660.9999,5145,37803,FRITZ CITGO SERVICE STATI (FORMER),1239 ST GEORGES AVE,21998,LSRP,Active,C2,Ongoing,1,Middlesex
626858.0001,537498,5146,37809,MONMOUTH PARK (NJS&E AUTHORITY),175 OCEANPORT AVE,610,LSRP,Active,D,Ongoing,1,Monmouth
384622,705041.9999,5147,37811,YMCA CAMP BERNIE,327 TURKEYTOP RD,11,LSRP,Active,B,,1,Hunterdon
563641.9999,791773,5148,37818,RUSS BERRIE & COMPANY INCORPORATED,111 BAUER RD,G000009531,LSRP,Active,C2,,1,Bergen
372684.9999,749868.0002,5149,37831,PRYSLAK FARMS,30 SHADES OF DEATH RD,2270,LSRP,Active,C1,,1,Warren
499903,528986,5150,37835,APPLEGARTH CARE CENTER,189 APPLEGARTH RD,5852,POST-REM,Active - Post Rem,C2,Ongoing,1,Middlesex
354185.0001,410564.77,5151,37846,PAN GLO II,508 LINWOOD AVE,G000006405,RAP,Active - RAP,,,0,Burlington
454053.9999,200821.0002,5152,37874,NORMS DALE MOBILE HOME PARK,2053 OCEAN HTS AVE,675416,,Active,C1,,0,Atlantic
453039.9999,206312,5153,37920,ENGLISH CREEK MANOR MOBILE HOME PARK,5043 ENGLISH CREEK AVE,975229,,Active,C1,,,Atlantic
619738.74,757609.78,5154,37963,HUFFMAN KOOS FORMER,1025 1077 MAIN ST,21218,LSRP,Active,D,Ongoing,1,Bergen
474008,545996.0001,5155,37977,PRINCETON GOLF COURSE JOINT VENT,70 HUNTERS GLENS DR,712,LSRP,Active,C2,Ongoing,1,Middlesex
380779.0001,62373.00015,5156,38037,BEACHCOMBER CAMPGROUND,462 SEASHORE RD,631,LSRP,Active,C2,Ongoing,1,Cape May
317497,393364.9999,5157,38107,BROADWAY TERMINAL,2500 BROADWAY,18241,LSRP,Active,C2,,1,Camden
557424.78,650107.8401,5158,38108,USX CORP,1711 W ELIZABETH AVE,372,RAP,Active - RAP,,Lifted,0,Union
547040.9999,612329,5159,38117,MR JOHN PORTABLE SANIT UNITS,200 SMITH ST,2923,LSRP,Active,C2,,1,Middlesex
639985.0001,761380.0001,5160,38133,CLINTON INN HOTEL,145 DEAN DR,32072,LSRP,Active,C2,Ongoing,1,Bergen
276357,312700.0002,5161,38139,SOUTH HARRISON TWP ELM SCHOOL,HARRISONVILLE MULLICA HILL RD,21679,POST-REM,Active - Post Rem,C2,Ongoing,1,Gloucester
626781.9999,501443,5162,38148,MAZZA SCRAP METAL LLC,101 Memorial Drive,774212,LSRP,Active,B,,1,Monmouth
612781,728002.9999,5163,38157,ATLANTIC HOISTING & SCAFFOLDING LLC,700 COMMERCIAL AVE,601,LSRP,Active,C2,Ongoing,1,Bergen
550648.9999,680461.9999,5164,38194,NJ NON FERROUS TRADING INC,2426 MORRIS AVE,560474,LSRP,Active,C2,,1,Union
562279,491190.0001,5165,38196,JOHN BLEWETT INC,2250 RT 9 S,158694,LSRP,Active,C2,,1,Monmouth
629830.5801,720344.2,5166,38207,SIER BATH DECK GEAR CORP,9252 JOHN F KENNEDY BLVD,26909,LSRP,Active,C3,Ongoing,1,Hudson
603554.2399,685743.6799,5167,38217,JERSEY CITY MUA WEST SIDE FACILITY,555 RT 440,2633,RAP,Active - RAP,,Ongoing,0,Hudson
594184.0001,798290.0001,5168,38230,DEPARTMENT OF PUBLIC WORKS,NEW ST,2557,LSRP,Active,C2,Ongoing,1,Bergen
630998,764840.0001,5169,38263,ROCKLAND COACHES INC,14 HOME PL,7119,LSRP,Active,C1,,1,Bergen
631339,764747.9999,5170,38264,ROCKLAND COACHES INC,126 N WASHINGTON AVE,7118,LSRP,Active,C2,Ongoing,1,Bergen
623827.9999,730362.0001,5171,38281,BERGEN GENERATING STATION,VICTORIA TER,4199,LSRP,Active,B,,1,Bergen
623204.0002,768161,5172,38299,ORADELL BUS GARAGE,455 NEW MILFORD AVE,11754,LSRP,Active,D,Ongoing,1,Bergen
398551,697409.0001,5173,38301,CUSTOM ALLOY CORP,412 TRIMMER RD,14106,POST-REM,Active - Post Rem,C3,,1,Hunterdon
639020,731189.0001,5174,38303,VON DOHLN MARINA ON THE HUDSON,1339 RIVER RD,G000006880,LSRP,Active,B,,1,Bergen
585436.9999,799131.0001,5175,38304,BOLKEMA FUEL COMPANY INC,75 MOLLIE CT,5746,LSRP,Active,C2,Ongoing,1,Bergen
621659,734402.9999,5176,38321,R A HAMILTON CORP,9 BERGEN TPKE,6578,RAP,Active - RAP,,Ongoing,0,Bergen
598339,716499,5177,38349,CLIFFORD W ESTES COMPANY,PAGE & SCHUYLER AVE,G000030354,RAP,Active - RAP,,,0,Bergen
587417.9999,821260.0001,5178,38380,FED EX EXPRESS,320 RT 17 S,509106,LSRP,Active,C2,Ongoing,1,Bergen
327854.6201,381499.1801,5179,50500,MT EPHRAIM BORO,121 BLACKHORSE PK,13200,LSRP,Active,C2,Ongoing,1,Camden
439464.9999,476796,5180,50503,C&H TRANSPORTATION CO,266 CROSSWICKS ST,13211,LSRP,Active,C2,Ongoing,1,Burlington
591320.9999,699099,5181,50506,INTERSTATE METAL SEPARATING CORP,241 TO 275 DUKES ST FORMERLY,13219,LSRP,Active,C3,Ongoing,1,Hudson
607336.0001,728758.0001,5182,50507,MEADOWLANDS SERV & PARTS CTR,181 191 BROAD ST,13220,RAP,Active - RAP,C2,Ongoing,0,Bergen
566580.9999,683683,5183,50511,FORMER HI SPEED PLATING CO. INC.,460 COIT ST,13241,LSRP,Active,C3,Ongoing,2,Essex
579951.6001,556686.8501,5184,50536,HOLMDEL VALLEY FARM MGMT CO (FORMER),45 ROBERTS RD,13374,LSRP,Active,C1,,1,Monmouth
595283.9999,751463.9999,5185,50556,HILLMANS GOLF LAND,700 RIVER DR,13430,LSRP,Active,C2,Ongoing,1,Bergen
576387,680035.0001,5186,50575,WESTON INSTRUMENTS INCORPORATED,614 FRELINGHUYSEN AVE,13483,LSRP,Active,C1,,1,Essex
423549.9999,807513,5187,50599,NEWTON PLASTICS DIV ARDEN CHEM,56 SPARTA AVE,13539,RAP,Active - RAP,,,0,Sussex
421625.0001,516587.9999,5188,50601,EWING TWP ROAD GARAGE,401 4TH ST,13585,LSRP,Active,C2,Ongoing,1,Mercer
567138.3101,575810.41,5189,50605,MATAWAN BORO HALL,150 MAIN ST,13595,LSRP,Active,C2,Ongoing,1,Monmouth
557796.84,610668.5899,5190,50609,PERTH AMBOY MUNICIPAL COMPLEX,HIGH ST & FAYETTE ST,13604,LSRP,Active,C1,,1,Middlesex
609877.9999,764450.9999,5191,50620,ALL PURPOSE ROLL LEAF,37 CENTURY RD,13644,LSRP,Active,C2,Ongoing,1,Bergen
331712.0001,401852,5192,50630,HELMRICH TOWING & RECOVERY,4450 MARLTON PIKE,13666,LSRP,Active,C2,,1,Camden
559367.9999,659339.0001,5193,50631,J AND J TRANSPORTATION,634 E ST GEORGE AVE,13667,LSRP,Active,C2,,1,Union
411678,514083.9999,5194,50641,J W SCOTT SERVICE STAT EQ CO,230 WHITTLESEY RD,13697,LSRP,Active,B,,,Mercer
594022.5319,705083.8565,5195,50652,HUDSON COUNTY CHROMATE 41,O BRIEN RD & SELLERS ST,G000008669,TRADITIONA,Active,D,,2,Hudson
569651,690422,5196,50662,WHODEL OF NUTLEY INC,842 SPRINGFIELD AVE,13773,LSRP,Active,C2,Ongoing,1,Essex
486461,742580,5197,50687,SUNOCO STATION,NW CORNER OF RTE 10,13847,LSRP,Active,C2,Ongoing,1,Morris
588211.9999,686690.9999,5198,50694,298 336 DELANCY STREET,298 DELANCY ST,13873,POST-REM,Active - Post Rem,C2,Ongoing,1,Essex
602815.9999,744449.9998,5199,50701,ELECTRICAL CONTRACTING SOLUTIONS,66 IRVING PL,13888,POST-REM,Active - Post Rem,C2,Ongoing,1,Bergen
621699.9999,700278.9999,5200,50704,HAULAWAY INCORPORATED,1419 ADAMS ST,13893,LSRP,Active,C2,,1,Hudson
510375.0001,635281,5201,50707,2201 ROOSEVELT AVENUE,2201 ROOSEVELT AVE,13900,RAP,Active - RAP,,,0,Middlesex
288569.9801,364969.6801,5202,50713,STATION STOP FORMER GAS STATION,79 CROWN POINT RD LOT 2,13916,LSRP,Active,C2,Ongoing,1,Gloucester
481854,746641.0001,5203,50759,LAKELAND BUS LINES INC,425 BLACKWELL ST EAST,14159,LSRP,Active,C2,Ongoing,1,Morris
586680,688882.0001,5204,50766,EAST SIDE HIGH SCHOOL,238 VAN BUREN ST,14218,LSRP,Active,C1,,1,Essex
592672.9999,802767,5205,50768,230 WEST CRESCENT AVENUE,230 W CRESCENT AVE,14285,LSRP,Active,B,,1,Bergen
563756.4199,706573.72,5206,50789,FIRE HEADQUARTERS,415 VALLEY RD,14427,LSRP,Active,C2,Ongoing,1,Essex
602951,748464,5207,50797,ENGINE CO #2,286 3RD ST,14482,LSRP,Active,C2,,1,Bergen
361476,688631.9999,5208,50807,FLASH STATION LLC,440 RT 31,14525,LSRP,Active,C2,,1,Warren
619597.0002,752669.0001,5209,50822,PACKARD BAMBERGER INC,630 MAIN ST,14596,LSRP,Active,C3,Ongoing,1,Bergen
597360.9301,719826.45,5210,50845,VALLEYBROOK ASSOCIATES (FORMER),305 MILBURN AVE,14683,LSRP,Active,,,1,Bergen
318498,267024,5211,50883,CARL GARRISON,91 ALVINE RD & PORCHTOWN RD,14740,LSRP,Active,C3,,1,Salem
216961,271497.9999,5212,50885,BADER SERVICE STATION FORMER,FRONT ST & W BROADWAY,14742,LSRP,Active,C2,Ongoing,1,Salem
610114.0001,773044.0001,5213,20095,MIDAS MUFFLER,500 RT 17,457557,LSRP,Active,C1,,1,Bergen
479158.9999,542176.9999,5214,20098,LEBANON AGRICORP,190 PLAINSBORO RD,G000036414,LSRP,Active,D,,1,Middlesex
598113.0001,754208,5215,20111,437 MOLA BOULEVARD,437 MOLA BLVD,736444,RAP,Active - RAP,,,0,Bergen
590730.0001,738799,5216,20121,SWEPCO TUBE,1 CLIFTON BLVD,G000001692,RAP,Active - RAP,,Ongoing,0,Passaic
578628.0001,666120,5217,20124,502 YORK ST,452-502 YORK ST,21698,LSRP,Active,C2,,1,Union
408101.9999,461345.0001,5218,20146,SPACE CRAFT INC,2033 RT 130,258849,RAP,Active - RAP,,,1,Burlington
540065.0801,662338.2399,5219,20165,PETRO PLASTICS CO,450 SOUTH AVE,32470,LSRP,Active,C2,Ongoing,1,Union
497409.0001,744394,5220,20169,GENERAL STAMPING CO INC,455 E MAIN ST,264398,LSRP,Active,C2,,1,Morris
340852.9999,401844,5221,20195,SW ELECTRONICS & MANUFACTURING CORP,619 HOLLYWOOD AVE,G000040271,RAP,Active - RAP,,Ongoing,0,Camden
509224.0001,650639.0001,5222,20200,ELIZABETHTOWN WC ROCKVIEW TERRACE WELL,ROCKVIEW TERR,G000011633,PUB FUNDED,Active,C3,,2,Somerset
502034,643601.0001,5223,20204,ELIZABETHTOWN WC GREEN BROOK WELLFIELD,115 ROCK AVE,G000009509,PUB FUNDED,Active,C3,,2,Somerset
596588.3401,781272.3999,5224,20219,BROGAN CADILLAC INC,100 SOUTH BROAD ST,11787,LSRP,Active,C2,Ongoing,1,Bergen
306363,362178,5225,20223,VALLEE & BOWE INC,663 MANTUA AVE,25656,RAP,Active - RAP,,,1,Gloucester
611105.0001,695820,5226,41728,PREMIER MOTOR LINES,125 JAMES AVE,643,RAP,Active - RAP,,,0,Hudson
577625.0001,671021,5227,41729,NORTH PENN TRANSFER INC,822 NORTH AVE,645,RAP,Active - RAP,,,0,Union
623991.3099,716601.0401,5228,41748,BELLEMEAD DEVELOPMENT CORP,2115 69TH ST,754,RAP,Active - RAP,C2,Ongoing,0,Hudson
568865.7801,687382.6799,5229,41760,673 SOUTH 21ST STREET COMMERCIAL BUILDING,673 21ST ST S,770,LSRP,Active,C2,Ongoing,1,Essex
583660.9998,749891.0001,5230,41764,ALBION SERVICE,3 FENNER AVE,781,LSRP,Active,C2,Ongoing,1,Passaic
588251.43,750916.23,5231,41770,EASTERN TANK CORP,290 PENNSYLVANIA AVE,793,RAP,Active - RAP,C2,,0,Passaic
487754.0001,684901.9998,5232,41784,GREAT SWAMP NAT WILD REFUGE,152 PLEASANT PLAINS RD,861,TRADITIONA,Active,C3,,2,Morris
553265.9999,664695.9999,5233,41799,C H WINANS CO,616 W 1ST AVE,919,RAP,Active - RAP,,Ongoing,0,Union
579214.9999,666427,5234,41813,CONCORD BEVERAGE CO,535 543 DOWD AVE,952,RAP,Active - RAP,,Ongoing,0,Union
583275,757399.9999,5235,41816,WINER INDUSTRIES INC,404 408 GRAND ST,961,LSRP,Active,C2,,1,Passaic
424419.0001,807219,5236,41825,ELIZABETHTOWN GAS CO,DILLER AVE,1041,LSRP,Active,D,Ongoing,1,Sussex
459011.0001,745246.9999,5237,41830,CK&B TRUCKING INC,524 RT 46,1057,LSRP,Active,C3,Lifted,1,Morris
610676.9999,693587.9999,5238,41832,ROXY GARMENT DELIVERYINC,94 BROADWAY,1065,LSRP,Active,B,,1,Hudson
486307,203717.9999,5239,41836,JANASKY TIRE SERVICE,15-21 OLD TURNPIKE,1075,LSRP,Active,C1,,1,Atlantic
621537.9999,803366.0001,5240,41849,CHARLES J REID INC,33 KINDERKAMACK RD,1093,RAP,Active - RAP,C1,,0,Bergen
400511.4301,130506.6099,5241,41852,TOMMY'S SERVICE CENTER,1107 RT 47 DELSEA DR,1100,LSRP,Active,B,,1,Cape May
515247.9999,724324.0001,5242,41854,VACANT COMMERCIAL PROPERTY,26 PARSIPPANY RD,10055,LSRP,Active,D,Ongoing,1,Morris
568274.0001,670796.9998,5243,41856,ELIZABETH MOTORS INC,582 MORRIS AVE,1106,RAP,Active - RAP,,,0,Union
526773.0001,653054.9999,5244,41867,PARKER GREENHOUSES,1325 TERRILL RD,1128,LSRP,Active,C2,,1,Union
335973.0001,247349,5245,41870,VINELAND CHEMICAL COMPANY INCORPORATED,1611 WHEAT RD W,1140,PUB FUNDED,Active,D,Ongoing,3,Cumberland
426098,514678.0001,5246,41874,LAWRENCE TWP PUBLIC WORKS,1461 OHIO AVE,1161,LSRP,Active,C2,Ongoing,1,Mercer
594905,689937.9999,5247,41884,FRIEDMANS EXP INC (FORMER),191 241 AVE P,1228,RAP,Active - RAP,C2,,1,Essex
601624,716322,5248,54064,WEDGEWOOD PLAZA,1200 VALLEY BROOK AVE,22884,LSRP,Active,C3,,1,Bergen
567850,685822,5249,54089,MANUFACTURERS RESERVE SUPPLY CO,16-22 WOOLSEY ST,22925,RAP,Active - RAP,,,0,Essex
610227.9999,806869,5250,54090,CHESTNUT RIDGE PLAZA,20 CHESTNUT RIDGE RD,22926,LSRP,Active,D,Ongoing,1,Bergen
489777.9999,749728.0001,5251,54099,MOUNTAIN INN OF ROCKAWAY,156 RTE 46,22938,RAP,Active - RAP,,Ongoing,0,Morris
523048,721183.0001,5252,54102,G&F INDUSTRIAL PARK,12 16 LITTELL RD,22942,RAP,Active - RAP,,Ongoing,0,Morris
580974,757515,5253,54104,SPRUCE ST ASSOC,50 SPRUCE ST,22944,LSRP,Active,C1,,1,Passaic
582275,794153.9998,5254,54115,AMERICAN MOVING AND STORAGE INC,414 WEST MAIN ST,22984,LSRP,Active,C2,,1,Bergen
595903.8399,794174.1399,5255,54124,DEMARTINI COAL & LUMBER CO,41 W PROSPECT ST,23003,LSRP,Active,C2,,1,Bergen
626297.3099,506418.2,5256,54165,OUR LADY OF MT CARMEL CHURCH,805 PINE ST,23087,UHOT,Active,C2,Ongoing,1,Monmouth
507881.6599,190395.9702,5257,54187,OUR LADY STAR OF THE SEA CHURCH,2651 ATLANTIC AVE,23128,LSRP,Active,C2,Ongoing,1,Atlantic
549302,772272,5258,54190,HOLY SPIRIT SCHOOL,330 NEWARK POMPTON TPKE,23131,LSRP,Active,C1,,1,Morris
611852.9999,726548.9999,5259,54205,INDUSTRIAL BUILDING @190 JONY DR,190 JONY DR,23156,LSRP,Active,C2,,1,Bergen
588301.0001,760728.0001,5260,54216,WILKINSON CO,554 570 E 22ND ST,23187,LSRP,Active,C2,,1,Passaic
575767.9999,676644,5261,54251,AMTRAK SUBSTATION 4O WAVERLY,MOUNT OLIVET AVE,23278,RAP,Active - RAP,,,0,Essex
635751.1801,737737.78,5262,54258,BRIDGE MOTORS FORMER,1696 BERGEN BLVD,23291,LSRP,Active,C2,,1,Bergen
616912.9999,710633.9999,5263,54261,HOME DEPOT,1055 PATERSON PLANK RD,23299,LSRP,Active,C2,,1,Hudson
631081.0002,509141,5264,54272,SANTANDER ASSOCIATION INC,400 DEAL LAKE DR,23330,,Active,C2,,0,Monmouth
641091.0001,780002.9999,5265,54281,BEST KNITTING MILLS INC,291 HERBERT AVE,23350,LSRP,Active,C3,,1,Bergen
606779.68,744976.42,5266,54292,COMMERCIAL BUILDING @ 147 MAIN STREET,147 MAIN ST,23369,RAP,Active - RAP,C3,,0,Bergen
598780.0001,716875.9999,5267,54302,FIORILLO BROTHERS OF NEW JERSEY,PAGE ST & SCHUYLER AVE,2996,LSRP,Active,C2,,1,Bergen
620981,694646,5268,54303,ORTIZ TRANSMISSION,207 CLINTON ST,23390,LSRP,Active,C2,Ongoing,1,Hudson
449851.0001,745574.9999,5269,54304,STAR FUEL,1174 RT 46 E,23391,LSRP,Active,C2,Ongoing,1,Morris
607664.0001,559266.0001,5270,54309,MARKEL NORTH BUILDING,322 RT 35,23401,LSRP,Active,B,,1,Monmouth
619989,500590,5271,54326,THE WELLNESS CENTER,2020 CORLIES AVE,23432,RAP,Active - RAP,,Ongoing,0,Monmouth
558420.9601,609979.1999,5272,54332,NAVAL RESERVE CENTER -FORMER NAVY BUILDING,304 FRONT ST,23449,LSRP,Active,C2,,1,Middlesex
459196.0001,439430,5273,54333,BPG CAR CO INC,39 FORT DIX ST,23452,LSRP,Active,C2,Ongoing,1,Burlington
578533.9999,678829.9998,5274,54339,SQUARE INDUSTRIES,362 384 CARNEGIE AVE,23472,RAP,Active - RAP,C1,,0,Essex
548563.0002,678437,5275,54341,O'BRIEN AUTO & TRUCK REPAIR (FORMER),682 RAHWAY AVE,23474,LSRP,Active,C1,,1,Union
563598.9999,658230,5276,54351,SHIMS AUTO CENTER INC,1005 ELIZABETH AVE,23493,LSRP,Active,C1,Ongoing,1,Union
559668.9999,670448.9999,5277,54366,J PASTORE & SON INC,481 485 LEHIGH AVE,23522,LSRP,Active,C2,,1,Union
553735,647387.0001,5278,66445,RAHWAY COAL GAS (ETG),219 245 CENTRAL AVE,G000005445,RAP,Active - RAP,,,0,Union
551234.3902,598794.1501,5279,66446,SOUTH AMBOY COAL GAS (PSE&G),200 S FELTUS ST,G000005447,RAP,Active - RAP,,,0,Middlesex
423088.0001,811137,5280,66448,NEWTON COAL GAS 2 (ETG),EAST CLINTON AVE,G000005460,LSRP,Active,D,,1,Sussex
417895,503420.9999,5281,66449,WARREN STREET COAL GAS (PSE&G),WARREN ST,G000005462,LSRP,Active,C3,Ongoing,2,Mercer
508281,606632.9999,5282,66452,FORMER NEW BRUNSWICK COAL GAS (PSE&G),RARITAN & NEILSON AVES,G000005485,LSRP,Active,C3,,2,Middlesex
592476.9999,403251.0002,5283,38400,COZY COVE MARINA,10 LAKE DR,11817,LSRP,Active,C2,,1,Ocean
587741.87,789669.9901,5284,38436,CRYSTAL CARTING CORP,90 MIDLAND AVE,22495,RAP,Active - RAP,,,1,Bergen
572097,390825.0001,5285,38453,UNIVERSAL RECYCLING & SCRAP,23 DOUBLE TROUBLE RD,26814,LSRP,Active,C2,,1,Ocean
576264.9999,465456.0001,5286,38455,TILTONS USED AUTO PARTS,685 SQUANKUM RD,G000009641,LSRP,Active,C2,,1,Ocean
563794.9999,562930,5287,38464,ENGINEERED PRECISION CASTING CO INC,442 RT 79,738397,LSRP,Active,C2,,1,Monmouth
262963.9998,327033,5288,38479,ERDNER BROS INC,31 DAVIDSON RD,4429,LSRP,Active,B,,1,Gloucester
562661.9999,566401,5289,38484,STONE RISE,230 Texas Road,991060,LSRP,Active,B,,,Monmouth
592116,686482,5290,38489,LOU BOLE CARPET CARRIERS INC,445 WILSON AVE,2358,RAP,Active - RAP,,,0,Essex
555341.0001,777635.0001,5291,38496,AAA PRINTED CIRCUITS,827 BLACK OAK RIDGE RD,G000003820,LSRP,Active,D,Ongoing,1,Passaic
568620.0001,506208.9999,5292,38501,FIRST CHOICE CONSTRUCTION & DEVELOPMENT,208 BENNETT RD,218546,LSRP,Active,C2,,1,Monmouth
307514,361983,5293,38510,GRILL CORP,678 S EVERGREEN AVE,11371,RAP,Active - RAP,,Ongoing,0,Gloucester
354400,321457,5294,38517,SJTA WEST MAINT SJ TRANSPORTATION AUT,AC EXPWY M P 39,6969,LSRP,Active,B,,1,Camden
626287.0199,500004.6,5295,38524,WASTE MANAGEMENT OF NEW JERSEY,505 MEMORIAL DR,9942,LSRP,Active,C2,Ongoing,1,Monmouth
591163.9999,583238.0001,5296,38536,R HELFRICH & SON INC,503 S LAUREL AVE,31137,LSRP,Active,C2,Ongoing,1,Monmouth
425816.9999,511534.0001,5297,38551,J LESTICIAN TRUCKING INC,500 BREUNIG AVE,1989,RAP,Active - RAP,C2,Ongoing,0,Mercer
442383.6899,519993.04,5298,38558,AAA TRUCKING CORP (FORMER),3630 QUAKER BRIDGE RD,3091,LSRP,Active,C2,Ongoing,1,Mercer
437331.9999,866214.0001,5299,38562,DUNNS BUS SERVICE INC,195 RTE 519,1139,LSRP,Active,C2,,1,Sussex
425391.1199,510262.42,5300,38573,SCARPATI SCRAP METALS & RECYCLING FORMER,26 40 MULBERRY ST,236452,LSRP,Active,C1,,1,Mercer
419529,512490.9998,5301,38579,EWING TWP TRANSFER STATION,DOVER & STOKES AVES,13579,LSRP,Active,C2,,1,Mercer
585928.9999,690446.9999,5302,48618,A&J SEABRA SUPERMARKET INC,260 LAFAYETTE ST,32277,LSRP,Active,C2,,1,Essex
617090.9999,731268,5303,48620,MOONACHIE ROAD PUMP STATION,MOONACHIE RD,19868,LSRP,Active,C1,,1,Bergen
612762,730759,5304,48621,CAESAR PALACE PUMP STATION,MOONACHIE AVE,19870,LSRP,Active,C1,,1,Bergen
572972.3401,706288.61,5305,48635,MIDDLE HART SCHOOL,116 HAMILTON ST,19944,LSRP,Active,C2,,1,Essex
574914,701755.9999,5306,48639,MILDRED BARRY GARVIN SCHOOL,1 GROVE PLACE,19949,LSRP,Active,B,,1,Essex
608204,681035,5307,48661,JERSEY CITY FIRE DEPARTMENT,468 OCEAN AVE,19994,POST-REM,Active - Post Rem,C2,Ongoing,1,Hudson
605139.3001,678899.96,5308,48662,JERSEY CITY FIRE DEPARTMENT,152 LINDEN AVE,19995,LSRP,Active,C1,,1,Hudson
366850.0001,704542.9999,5309,48675,TOWNSHIP GARAGE,30 PORT COLDEN RD,20026,LSRP,Active,C2,Ongoing,1,Warren
594380.0001,683253.9999,5310,48680,CENTRAL STEEL DRUM CO FORMER,704 738 DOREMUS AVE & 843 871 DELANCY ST,20061,LSRP,Active,C3,,1,Essex
572528.0001,690172.0001,5311,48686,A&S CORP,415 421 AVON AVE,20180,LSRP,Active,B,,1,Essex
569976,669653.0002,5312,48702,FIRE HEADQUARTERS,316 IRVINGTON AVE,20146,LSRP,Active,C2,,1,Union
578923.0001,660508.0001,5313,48716,ELIZABETH MARINA,71 FRONT ST,20227,LSRP,Active,C2,Ongoing,1,Union
355599.9999,409769.9999,5314,48717,MAIN ST PUMPING STATION,1011 E MAIN ST,20239,LSRP,Active,C3,,3,Burlington
604746,684618.0001,5315,48733,NEW JERSEY CITY UNIVERSITY WEST CAMPUS,RT 440 & CARBON PL,20344,TRADITIONA,Active,D,,2,Hudson
510217.0001,653765.0001,5316,48751,TORESCO ENTERPRISES,618 RT 22 E,20476,LSRP,Active,D,Ongoing,1,Somerset
451058.8399,571287.0201,5317,50893,ROCKY HILL MUNICIPAL WELL,WASHINGTON ST,14760,PUB FUNDED,Active,D,,3,Somerset
316437.9998,399823.0001,5318,64770,INTERNATIONAL CUSTOMER CORPORATION,222 226 LIBERTY ST,G000023493,LSRP,Active,C2,,1,Camden
396273.2401,449752.5098,5319,64783,OLIVE STREET & JACKSONVILLE ROAD,924 OLIVE ST,G000023647,LSRP,Active,C1,,1,Burlington
449883,253936.9999,5320,64785,327 WHITEHORSE PIKE LOT,327 WHITEHORSE PK,G000023674,LSRP,Active,C2,Ongoing,1,Atlantic
338745.1399,392853.04,5321,64795,ADVANCE TOOL & DIE,209 HIGHLAND AVE,G000023771,LSRP,Active,C2,,1,Camden
620888.9999,742384,5322,64815,P & Z LAND DEVELOPMENT COMPANY INC,30 CROSS ST,G000024089,RAP,Active - RAP,C2,,0,Bergen
374925,448852.0002,5323,64822,NATIONAL WEST BANK,414 COOPER ST,G000024151,LSRP,Active,C1,Ongoing,1,Burlington
